
0	0
50000	34360839088
100000	55837779540
150000	81610934481
200000	111680302795
250000	146046153575
300000	171823478149
350000	219077667914
400000	240563132032
450000	287819606339
500000	322193743619
550000	352275571802
600000	382357695799
650000	416737322870
700000	455413661577
750000	494091936079
800000	549952402856
850000	601520812666
900000	623027153183
950000	674599181938
1000000	700403804587
