
0	0
50000	47245003404
100000	103080354801
150000	180390978573
200000	223342304652
250000	283473945771
300000	339311094414
350000	399443684911
400000	442396862990
450000	506825357165
500000	579844249062
550000	652863628952
600000	682933847497
650000	755954227850
700000	798910347278
750000	901996493732
800000	936363645520
850000	996501110854
900000	1052344107084
950000	1133957396288
1000000	1146851693198
