
0	0
50000	30705971224103
100000	107681080185704
150000	206708506302652
200000	347942736127821
250000	504027327985630
300000	785242362168249
350000	918855620412354
400000	1155094397382878
450000	1381402985153470
500000	1664686589294080
550000	1987205199904874
600000	2334551701707714
650000	2653324971344177
700000	3023121842743695
750000	3450309957438976
800000	3879920529008558
850000	4321705633214225
900000	4847934889778535
950000	5592025367817189
1000000	5940456373998357
