
0	0
50000	12860382059224
100000	53143585311112
150000	115942962136336
200000	205143662970480
250000	320688058271400
300000	461461956542136
350000	629160074897312
400000	819129168788064
450000	1036658842955768
500000	1279019998200168
550000	1549071287773104
600000	1838895291980752
650000	2186539331131080
700000	2903086091506072
750000	3806195236554048
800000	3466950826764992
850000	3747833570310936
900000	4205790025838408
950000	4654580026490960
1000000	5351878340224816
