
0	0
50000	2994
100000	12373
150000	26995
200000	47763
250000	74666
300000	107442
350000	146487
400000	190718
450000	241365
500000	297795
550000	360671
600000	428151
650000	509093
700000	675927
750000	886198
800000	807212
850000	872610
900000	979236
950000	1083728
1000000	1246081
